,TrigNum,Date,Time UT,MesgType,RA,Dec,Error,Comments
191,646812338,2021-07-01,6:05:33,GBM Flight Position,124.783,-35.033,14.42,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 268.17,-22.32 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
192,646862474,2021-07-01,20:01:10,GBM Final Position,313.62,-15.4,17.63,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
193,646818439,2021-07-01,7:47:14,GBM Flight Position,193.7,78.6,8.38,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 269.33,-25.58 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
194,647120009,2021-07-04,19:33:25,GBM Final Position,163.73,58.86,1.0,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
195,647108723,2021-07-04,16:25:19,GBM Final Position,203.44,-41.87,1.0,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
196,647120007,2021-07-04,19:33:27,LAT Offline Position,159.084,57.309,6.66,Fermi LAT Offline position. This Notice was ground-generated -- not flight-generated. It is the result of human-in-the-loop processing. This is a human generated position of a LAT ground detection. This source corresponds to GBM trigger.
197,647236214,2021-07-06,3:50:10,GBM Flight Position,323.3,38.483,30.43,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 19.68,-2.55 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
198,647252274,2021-07-06,8:17:50,GBM Final Position,313.96,12.36,3.23,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
199,647271699,2021-07-06,13:41:34,GBM Final Position,113.95,-49.14,1.32,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing. NOTE: This GBM event is temporally(1.0<100sec) coincident with the KONUS event (trignum=1940149293).
200,647365516,2021-07-07,15:45:11,GBM Ground Position,300.91,32.22,3.46,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_647365516.fits
201,647310816,2021-07-07,0:33:32,GBM Final Position,284.79,19.03,2.21,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Short GRB. NOTE: This GBM event is temporally(0.0<100sec) coincident with the CALET_GBM event (trignum=1309652996).
202,647427826,2021-07-08,9:03:42,GBM Flight Position,317.317,12.333,21.22,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 135.00,-11.68 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
203,647522278,2021-07-09,11:17:54,GBM Flight Position,283.75,14.617,29.98,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 293.40,19.00 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
204,647498949,2021-07-09,4:49:04,GBM Final Position,295.28,-44.22,3.86,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Long GRB.
205,647624281,2021-07-10,15:37:57,GBM Ground Position,293.04,20.99,5.41,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_647624281.fits
206,647641569,2021-07-10,20:26:04,GBM Ground Position,285.98,26.81,2.7,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_647641569.fits
207,647653174,2021-07-10,23:39:29,GBM Ground Position,294.65,16.9,4.91,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_647653174.fits
208,647682470,2021-07-11,7:47:46,GBM Flight Position,301.7,25.417,28.65,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 3.95,25.07 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
209,647805873,2021-07-12,18:04:28,GBM Ground Position,284.12,23.01,7.95,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_647805873.fits
210,647775795,2021-07-12,9:43:11,GBM Final Position,112.13,-32.42,6.44,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. In the LAT Field-of-view. This is likely a Long GRB. NOTE: This GBM event is temporally(1.0<100sec) coincident with the SWIFT_BAT event (trignum=1059881).
211,647887414,2021-07-13,16:43:29,GBM Flight Position,268.2,3.333,32.53,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 184.88,20.58 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
212,647942198,2021-07-14,7:56:33,GBM Ground Position,309.48,-52.73,1.0,Fermi-GBM Ground-calculated Coordinates. Bright hard burst in the GBM. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_647942198.fits
213,648024201,2021-07-15,6:43:16,GBM Flight Position,300.233,-9.417,34.38,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 315.90,18.72 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
214,648033323,2021-07-15,9:15:19,GBM Ground Position,292.63,15.12,5.22,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_648033323.fits
215,648013726,2021-07-15,3:48:41,GBM Flight Position,331.25,36.683,36.38,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 63.85,24.28 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
216,648200771,2021-07-17,7:46:07,GBM Flight Position,343.517,-37.25,27.97,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 268.93,13.42 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
217,648302836,2021-07-18,12:07:12,GBM Flight Position,271.2,38.667,35.0,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 159.45,-2.30 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
218,648278666,2021-07-18,5:24:22,GBM Flight Position,289.983,19.483,24.13,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 176.15,-25.43 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
219,648359752,2021-07-19,3:55:47,GBM Final Position,205.98,-1.01,3.82,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. In the LAT Field-of-view. This is likely a Long GRB.
220,648602917,2021-07-21,23:28:33,GBM Final Position,78.33,-72.44,11.68,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
221,648680085,2021-07-22,20:54:41,GBM Final Position,24.69,-6.97,3.1,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing. NOTE: This GBM event is temporally(2.0<100sec) coincident with the SWIFT_BAT event (trignum=1061223).
222,648607756,2021-07-22,0:49:11,GBM Flight Position,61.1,-17.967,34.65,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 107.75,8.55 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
223,648744372,2021-07-23,14:46:07,GBM Final Position,118.89,-30.04,2.96,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing. NOTE: This GBM event is temporally(2.0<100sec) coincident with the CALET_GBM event (trignum=1311086521).
224,648877628,2021-07-25,3:47:04,GBM Ground Position,216.09,4.21,2.64,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(1.0<100sec) coincident with the SWIFT_BAT event (trignum=1061511).   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_648877628.fits
225,648868114,2021-07-25,1:08:29,GBM Ground Position,339.33,16.33,1.2,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_648868114.fits
226,648959581,2021-07-26,2:32:57,GBM Final Position,173.72,-18.32,7.27,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
227,649072251,2021-07-27,9:50:47,GBM Final Position,190.56,-60.16,1.18,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing. NOTE: This GBM event is temporally(0.0<100sec) coincident with the CALET_GBM event (trignum=1311414395).
228,649313854,2021-07-30,4:57:29,GBM Final Position,148.73,73.1,2.61,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing. NOTE: This GBM event is temporally(0.0<100sec) coincident with the SWIFT_BAT event (trignum=1062150).
229,649414102,2021-07-31,8:48:18,GBM Ground Position,145.77,37.09,4.68,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_649414102.fits
230,649390368,2021-07-31,2:12:43,GBM Ground Position,33.36,24.02,1.79,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_649390368.fits
231,649462872,2021-07-31,22:21:07,GBM Ground Position,299.97,-26.56,2.22,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(1.0<100sec) coincident with the SWIFT_BAT event (trignum=1062336).   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_649462872.fits
232,649519043,2021-08-01,13:57:19,GBM Ground Position,252.88,-44.9,1.25,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_649519043.fits
233,649524889,2021-08-01,15:34:45,GBM Ground Position,359.62,-24.84,4.88,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_649524889.fits
234,649627691,2021-08-02,20:08:06,GBM Final Position,229.92,30.3,1.0,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing. NOTE: This GBM event is temporally(1.0<100sec) coincident with the INTEGRAL_SPIACS event (trignum=9328).
235,210802839,2021-08-02,20:08:06,LAT Offline Position,230.9,29.846,21.11,Fermi LAT Offline position. This Notice was ground-generated -- not flight-generated. It is the result of human-in-the-loop processing. This is a human generated position of a LAT ground detection. This source corresponds to GBM trigger.
236,649684549,2021-08-03,11:55:44,GBM Final Position,218.69,-21.38,1.0,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
237,649814537,2021-08-05,0:02:13,GBM Ground Position,212.22,-63.22,8.46,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_649814537.fits
238,649833729,2021-08-05,5:22:05,GBM Flight Position,56.05,17.8,30.63,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 268.17,16.77 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
239,649980534,2021-08-06,22:08:50,GBM Flight Position,57.183,40.917,30.18,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 262.80,17.32 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
240,650064542,2021-08-07,21:28:57,GBM Flight Position,28.583,68.767,31.65,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 173.37,-20.52 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
241,650032607,2021-08-07,12:36:43,GBM Final Position,256.22,-32.18,3.81,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. In the LAT Field-of-view. This is likely a Long GRB.
242,650069729,2021-08-07,22:55:24,GBM Final Position,147.55,-51.44,1.66,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. In the LAT Field-of-view. This is likely a Long GRB. NOTE: This GBM event is temporally(0.0<100sec) coincident with the INTEGRAL_SPIACS event (trignum=9335).
243,650046564,2021-08-07,16:29:20,GBM Flight Position,273.983,-28.933,7.8,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 190.67,-24.20 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
244,650222555,2021-08-09,17:22:31,GBM Flight Position,112.6,62.533,25.98,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 109.37,-8.15 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
245,650420156,2021-08-12,0:15:52,GBM Final Position,183.66,2.37,6.32,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. In the LAT Field-of-view. This is likely a Long GRB.
246,650479626,2021-08-12,16:47:01,GBM Ground Position,39.59,69.66,1.01,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_650479626.fits
247,650574044,2021-08-13,19:00:40,GBM Flight Position,111.9,67.1,31.37,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 276.67,22.77 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
248,650508868,2021-08-13,0:54:24,GBM Final Position,14.96,8.1,1.3,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. In the LAT Field-of-view. This is likely a Long GRB.
249,650687034,2021-08-15,2:23:50,GBM Ground Position,351.76,-31.53,2.23,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_650687034.fits
250,650912153,2021-08-17,16:55:49,GBM Flight Position,91.833,46.5,26.07,Fermi-GBM Flight-calculated Coordinates. The LC_URL file will not be created until ~15 min after the trigger.
251,651110719,2021-08-20,0:05:14,GBM Ground Position,264.81,65.35,2.77,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_651110719.fits
252,651225524,2021-08-21,7:58:40,GBM Flight Position,326.1,15.317,26.13,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 107.55,15.48 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
253,651224433,2021-08-21,7:40:29,GBM Final Position,49.34,-6.87,2.01,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Long GRB. NOTE: This GBM event is temporally(3.0<100sec) coincident with the CALET_GBM event (trignum=1313566530).
254,651306769,2021-08-22,6:32:45,GBM Final Position,343.45,-46.3,2.08,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
255,651320287,2021-08-22,10:18:02,GBM Flight Position,155.767,5.883,7.73,Fermi-GBM Flight-calculated Coordinates. The LC_URL file will not be created until ~15 min after the trigger.
256,651346229,2021-08-22,17:30:24,GBM Ground Position,237.2,18.29,4.62,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_651346229.fits
257,651471008,2021-08-24,4:10:03,GBM Ground Position,242.08,14.73,4.64,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(2.0<100sec) coincident with the SWIFT_BAT event (trignum=1070157).   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_651471008.fits
258,651654110,2021-08-26,7:01:45,GBM Ground Position,66.15,-78.27,1.68,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(0.0<100sec) coincident with the INTEGRAL_SPIACS event (trignum=9362).   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_651654110.fits
259,651751821,2021-08-27,10:10:16,GBM Ground Position,309.32,-17.33,2.03,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_651751821.fits
260,651751169,2021-08-27,9:59:24,GBM Ground Position,91.64,67.83,12.93,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_651751169.fits
261,651766354,2021-08-27,14:12:30,GBM Final Position,294.63,58.34,1.19,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
262,651819844,2021-08-28,5:03:59,GBM Flight Position,154.533,8.05,5.55,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 163.28,-13.62 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
263,651823082,2021-08-28,5:57:58,GBM Flight Position,180.233,-73.917,26.88,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 353.87,21.35 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
264,651937422,2021-08-29,13:43:38,GBM Flight Position,69.267,28.6,13.97,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 244.98,24.53 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
265,652073610,2021-08-31,3:33:25,GBM Flight Position,169.6,63.733,31.53,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 339.90,12.35 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
266,652326622,2021-09-03,1:50:17,GBM Final Position,178.57,39.07,5.38,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Long GRB. NOTE: This GBM event is temporally(1.0<100sec) coincident with the INTEGRAL_SPIACS event (trignum=9378).
267,652321851,2021-09-03,0:30:46,GBM Final Position,270.9,15.59,26.08,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
268,652382823,2021-09-03,17:26:59,GBM Ground Position,154.74,19.82,2.95,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_652382823.fits
269,652457641,2021-09-04,14:13:57,GBM Flight Position,8.95,-24.7,31.45,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 269.05,12.88 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
270,652481264,2021-09-04,20:47:40,GBM Final Position,121.09,-43.97,9.21,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Short GRB.
271,652585475,2021-09-06,1:44:30,GBM Ground Position,294.0,18.78,2.43,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_652585475.fits
272,652855199,2021-09-09,4:39:54,GBM Flight Position,297.017,85.933,30.92,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 263.43,16.38 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
273,652906639,2021-09-09,18:57:15,GBM Ground Position,291.43,30.86,4.24,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_652906639.fits
274,652877004,2021-09-09,10:43:19,GBM Ground Position,175.44,83.87,1.82,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_652877004.fits
275,652911693,2021-09-09,20:21:28,GBM Flight Position,270.867,35.533,28.65,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 350.93,2.92 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
276,652927551,2021-09-10,0:45:47,GBM Final Position,301.7,17.76,1.0,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Short GRB.
277,652935315,2021-09-10,2:55:10,GBM Flight Position,284.983,19.183,34.08,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 299.23,21.30 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
278,652934203,2021-09-10,2:36:38,GBM Ground Position,288.62,25.96,16.78,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_652934203.fits
279,652981861,2021-09-10,15:50:57,GBM Ground Position,297.65,8.75,5.4,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_652981861.fits
280,652930030,2021-09-10,1:27:06,GBM Flight Position,25.867,48.25,37.88,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 350.30,25.30 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
281,652964173,2021-09-10,10:56:08,GBM Flight Position,276.033,-53.867,33.87,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 199.43,24.97 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
282,652957973,2021-09-10,9:12:49,GBM Ground Position,299.55,35.55,8.86,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_652957973.fits
283,652933271,2021-09-10,2:21:06,GBM Flight Position,302.933,3.9,33.25,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 183.82,-23.95 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
284,653010039,2021-09-10,23:40:34,GBM Flight Position,292.933,12.883,28.47,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 20.68,25.37 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
